timestamp,Net Electricity Consumption-kWh,Non-shiftable Load-kWh,Non-shiftable Load Electricity Consumption-kWh,Energy Production from PV-kWh
2025-06-23T18:15:00,2.533949851989746,6.590000152587891,6.590000152587891,-4.0560503005981445
2025-06-23T18:30:00,1.4737305641174316,5.639999866485596,5.639999866485596,-4.166269302368164
2025-06-23T18:45:00,0.28978729248046875,3.4200000762939453,3.4200000762939453,-3.1302127838134766
2025-06-23T19:00:00,0.0,2.4124999046325684,2.4124999046325684,-3.105931043624878
2025-06-23T19:15:00,0.0,2.7899999618530273,2.7899999618530273,-3.539910316467285
2025-06-23T19:30:00,0.0,2.9200000762939453,2.9200000762939453,-3.1314592361450195
2025-06-23T19:45:00,0.0,3.244999885559082,3.244999885559082,-2.5358011722564697
2025-06-23T20:00:00,0.0,3.434999942779541,3.434999942779541,-0.0
2025-06-23T20:15:00,3.4075000286102295,3.4075000286102295,3.4075000286102295,-0.0
2025-06-23T20:30:00,3.742500066757202,3.742500066757202,3.742500066757202,-0.0
2025-06-23T20:45:00,2.9200000762939453,2.9200000762939453,2.9200000762939453,-0.0
2025-06-23T21:00:00,2.809999942779541,2.809999942779541,2.809999942779541,-0.0
2025-06-23T21:15:00,2.25,2.25,2.25,-0.0
2025-06-23T21:30:00,2.25,2.25,2.25,-0.0
2025-06-23T21:45:00,2.5,2.5,2.5,-0.0
2025-06-23T22:00:00,2.25,2.25,2.25,-0.0
2025-06-23T22:15:00,2.25,2.25,2.25,-0.0
2025-06-23T22:30:00,2.25,2.25,2.25,-0.0
2025-06-23T22:45:00,2.25,2.25,2.25,-0.0
2025-06-23T23:00:00,2.25,2.25,2.25,-0.0
2025-06-23T23:15:00,2.25,2.25,2.25,-0.0
2025-06-23T23:30:00,2.25,2.25,2.25,-0.0
2025-06-23T23:45:00,2.75,2.75,2.75,-0.0
2025-06-24T00:00:00,2.0,2.0,2.0,-0.0
2025-06-24T00:15:00,2.25,2.25,2.25,-0.0
2025-06-24T00:30:00,2.25,2.25,2.25,-0.0
2025-06-24T00:45:00,2.0,2.0,2.0,-0.0
2025-06-24T01:00:00,2.25,2.25,2.25,-0.0
2025-06-24T01:15:00,2.25,2.25,2.25,-0.0
2025-06-24T01:30:00,2.25,2.25,2.25,-0.0
2025-06-24T01:45:00,2.0,2.0,2.0,-0.0
2025-06-24T02:00:00,2.5,2.5,2.5,-0.0
2025-06-24T02:15:00,2.0,2.0,2.0,-0.0
2025-06-24T02:30:00,2.25,2.25,2.25,-0.0
2025-06-24T02:45:00,2.0,2.0,2.0,-0.0
